id,证券代码,证券简称,所属行业名称,无形资产,研发支出合计,研发支出总额占营业收入比例,净利润,研发人员数量,政府补助,资产负债率,总资产,流动比率,营业收入,净利润,销售净利率,流动资产周转率,研发人员数量占比,技术人员人数,新增专利数,新增发明专利数,新增新型专利,新增外观专利
1952,600307.SH,酒钢宏兴,材料,2855544056.23 ,392574633.11 ,0.86 ,1098912934.49 ,958.00 ,102580138.50 ,38.77 ,5.27 ,2.06 ,19.67 ,-13.55 ,4.37 ,1.34 ,4.34 ,955.00 ,8.00 ,8.00 ,0.00 ,0.00 
1953,600307.SH,酒钢宏兴,材料,3037622889.56 ,799167168.12 ,1.95 ,345181334.18 ,955.00 ,109102207.63 ,37.85 ,231.77 ,2.79 ,279.51 ,1105.53 ,6.05 ,1.18 ,4.21 ,878.00 ,3.00 ,3.00 ,0.00 ,0.00 
1954,600307.SH,酒钢宏兴,材料,3120021751.49 ,1040726489.52 ,2.96 ,21722341.20 ,878.00 ,175287669.71 ,58.53 ,3.99 ,1.55 ,7.39 ,5.72 ,18.37 ,0.92 ,3.81 ,961.00 ,0.00 ,0.00 ,0.00 ,0.00 
1955,600307.SH,酒钢宏兴,材料,3200999001.10 ,969265244.93 ,1.77 ,-7410824272.34 ,961.00 ,42032699.61 ,64.36 ,26.50 ,1.51 ,28.30 ,24.17 ,18.66 ,0.88 ,4.00 ,1247.00 ,0.00 ,0.00 ,0.00 ,0.00 
1956,600308.SH,华泰股份,材料,613563221.14 ,353107524.57 ,2.61 ,653806920.20 ,842.00 ,39964316.37 ,67.41 ,0.31 ,1.55 ,-4.14 ,-87.05 ,4.17 ,2.56 ,12.45 ,698.00 ,12.00 ,6.00 ,6.00 ,0.00 
1957,600308.SH,华泰股份,材料,586259705.00 ,345389952.94 ,2.34 ,720433039.73 ,698.00 ,24019213.53 ,67.67 ,6.64 ,1.62 ,-41.52 ,-82.55 ,7.44 ,1.03 ,10.22 ,696.00 ,24.00 ,13.00 ,11.00 ,0.00 
1958,600308.SH,华泰股份,材料,612841715.59 ,270870174.19 ,1.98 ,683239556.74 ,696.00 ,12781882.86 ,65.18 ,49.23 ,1.86 ,487.12 ,977.40 ,24.94 ,0.87 ,9.90 ,707.00 ,16.00 ,12.00 ,4.00 ,0.00 
1959,600308.SH,华泰股份,材料,638548631.14 ,71388111.63 ,0.66 ,179984654.51 ,806.00 ,44088265.46 ,98.01 ,-18.62 ,0.61 ,2.63 ,-185.11 ,-0.94 ,0.47 ,10.71 ,711.00 ,6.00 ,4.00 ,2.00 ,0.00 
1960,600308.SH,华泰股份,材料,634127689.08 ,173643967.88 ,1.84 ,47010066.90 ,811.00 ,199251502.95 ,97.36 ,-2.37 ,0.65 ,-16.41 ,141.88 ,1.14 ,0.80 ,10.25 ,740.00 ,4.00 ,1.00 ,0.00 ,3.00 
1961,600309.SH,万华化学,材料,5336636534.70 ,1704767184.22 ,2.51 ,10593318819.77 ,2348.00 ,921346653.47 ,49.47 ,9.33 ,1.23 ,11.27 ,17.81 ,18.91 ,2.54 ,15.25 ,2264.00 ,16.00 ,16.00 ,0.00 ,0.00 
1962,600309.SH,万华化学,材料,3129311416.21 ,1610117528.86 ,2.66 ,12829641983.38 ,1425.00 ,1104353815.59 ,47.46 ,7.37 ,1.25 ,0.14 ,9.09 ,15.51 ,1.37 ,12.86 ,2007.00 ,6.00 ,6.00 ,0.00 ,0.00 
1963,600309.SH,万华化学,材料,2521052340.83 ,1238264348.48 ,2.33 ,13309319707.98 ,1247.00 ,901790723.66 ,44.84 ,6.24 ,1.14 ,55.36 ,341.63 ,14.24 ,1.60 ,13.61 ,1840.00 ,34.00 ,34.00 ,0.00 ,0.00 
1964,600309.SH,万华化学,材料,2611559168.74 ,725523322.14 ,2.41 ,4548069435.60 ,1090.00 ,84773232.39 ,54.59 ,45.07 ,1.67 ,14.73 ,98.28 ,5.80 ,2.29 ,13.82 ,1662.00 ,4.00 ,4.00 ,0.00 ,0.00 
1965,600309.SH,万华化学,材料,2252000441.90 ,707188509.27 ,3.63 ,2279560788.50 ,983.00 ,292818821.21 ,62.35 ,16.69 ,1.48 ,-6.73 ,20.93 ,3.36 ,2.23 ,12.95 ,1716.00 ,0.00 ,0.00 ,0.00 ,0.00 
1966,600311.SH,*ST荣华,材料,33796789.37 ,,,-92676009.26 ,,872000.04 ,88.28 ,-7.97 ,0.52 ,22.18 ,-86.19 ,0.29 ,0.36 ,,273.00 ,,,,
1967,600311.SH,*ST荣华,材料,47368292.87 ,,,-108699739.24 ,,1212000.04 ,88.68 ,-5.85 ,0.57 ,22.24 ,108.56 ,1.22 ,1.01 ,,273.00 ,,,,
1968,600311.SH,*ST荣华,材料,43588503.43 ,,,2572559.55 ,,372000.00 ,90.20 ,-3.72 ,0.76 ,26.64 ,66.51 ,-17.38 ,1.01 ,,298.00 ,,,,
1969,600311.SH,*ST荣华,材料,4602059.10 ,,,-64955644.53 ,,372000.00 ,67.92 ,17.68 ,1.02 ,14.36 ,-45.53 ,2.14 ,0.91 ,,298.00 ,,,,
1970,600311.SH,*ST荣华,材料,18131232.71 ,,,4300919.71 ,,82936500.00 ,64.86 ,27.94 ,1.19 ,18.96 ,9.13 ,4.49 ,0.85 ,,298.00 ,,,,
1971,600319.SH,ST亚星,材料,762879.10 ,4619233.19 ,0.28 ,29217010.90 ,157.00 ,61395352.08 ,71.17 ,5.25 ,0.68 ,21.99 ,-86.61 ,1.47 ,3.51 ,12.53 ,133.00 ,7.00 ,3.00 ,4.00 ,0.00 
1972,600319.SH,ST亚星,材料,126773855.82 ,4312432.46 ,0.21 ,3107476.76 ,26.00 ,637432.08 ,71.42 ,-4.34 ,0.62 ,39.57 ,431.48 ,10.20 ,2.00 ,1.95 ,59.00 ,3.00 ,1.00 ,2.00 ,0.00 
1973,600319.SH,ST亚星,材料,129167581.42 ,12439762.20 ,0.64 ,26614627.08 ,12.00 ,1013885.40 ,86.65 ,-15.53 ,0.57 ,86.61 ,54.88 ,-4.29 ,1.66 ,0.66 ,69.00 ,0.00 ,0.00 ,0.00 ,0.00 
1974,600319.SH,ST亚星,材料,119294858.95 ,11862495.12 ,0.81 ,8885568.31 ,12.00 ,100614694.00 ,68.57 ,26.50 ,1.03 ,13.16 ,41.98 ,2.31 ,1.96 ,0.67 ,134.00 ,0.00 ,0.00 ,0.00 ,0.00 
1975,600319.SH,ST亚星,材料,130275546.88 ,39320102.24 ,3.00 ,-378121454.41 ,20.00 ,6251287.30 ,74.03 ,8.90 ,0.87 ,35.75 ,58.69 ,1.84 ,3.38 ,1.07 ,355.00 ,0.00 ,0.00 ,0.00 ,0.00 
1976,600328.SH,中盐化工,材料,592854435.78 ,64400738.33 ,0.64 ,1082624434.37 ,186.00 ,10541265.92 ,84.44 ,-6.01 ,0.24 ,11718.83 ,-10.69 ,-117.35 ,4.10 ,2.27 ,344.00 ,19.00 ,3.00 ,16.00 ,0.00 
1977,600328.SH,中盐化工,材料,451661580.94 ,17615870.45 ,0.47 ,447694565.90 ,344.00 ,16768554.54 ,74.27 ,-13.87 ,0.26 ,-96.51 ,-7.23 ,-1107.43 ,0.84 ,7.96 ,321.00 ,30.00 ,1.00 ,29.00 ,0.00 
1978,600328.SH,中盐化工,材料,455430837.03 ,10187766.15 ,0.31 ,405000062.65 ,321.00 ,16674003.44 ,67.05 ,-15.46 ,0.32 ,2.09 ,-431.07 ,-36.00 ,0.98 ,7.46 ,288.00 ,19.00 ,3.00 ,16.00 ,0.00 
1979,600328.SH,中盐化工,材料,455063000.78 ,4277474.74 ,0.17 ,115450495.25 ,267.00 ,27731310.01 ,55.76 ,18.65 ,0.65 ,-14.00 ,-63.55 ,0.90 ,1.22 ,6.25 ,287.00 ,9.00 ,2.00 ,7.00 ,0.00 
1980,600328.SH,中盐化工,材料,466849106.85 ,5007392.40 ,0.21 ,-76350018.36 ,35.00 ,16138984.95 ,62.42 ,0.29 ,0.56 ,-10.74 ,-25.84 ,2.13 ,1.21 ,0.82 ,270.00 ,10.00 ,3.00 ,0.00 ,7.00 
1981,600330.SH,天通股份,材料,187572179.71 ,163190175.32 ,5.87 ,167669614.37 ,722.00 ,53605058.62 ,14.39 ,-29.21 ,3.60 ,-76.69 ,-872.52 ,-95.48 ,0.99 ,15.92 ,943.00 ,9.00 ,8.00 ,1.00 ,0.00 
1982,600330.SH,天通股份,材料,200379419.49 ,158560709.13 ,6.07 ,290461342.80 ,943.00 ,46169103.68 ,20.83 ,-14.39 ,2.53 ,9.75 ,510.39 ,18.71 ,1.15 ,21.04 ,710.00 ,8.00 ,8.00 ,0.00 ,0.00 
1983,600330.SH,天通股份,材料,143833710.30 ,122266815.70 ,5.61 ,159789013.63 ,710.00 ,33728584.52 ,98.79 ,-13.39 ,0.30 ,-11.86 ,107.54 ,3.36 ,0.90 ,15.22 ,507.00 ,7.00 ,7.00 ,0.00 ,0.00 
1984,600330.SH,天通股份,材料,108343489.39 ,92410609.85 ,5.46 ,112777890.92 ,507.00 ,44045643.90 ,39.13 ,4.66 ,0.98 ,34.34 ,198.42 ,5.98 ,0.81 ,14.11 ,504.00 ,7.00 ,7.00 ,0.00 ,0.00 
1985,600330.SH,天通股份,材料,108091199.28 ,72418866.47 ,5.50 ,73819830.29 ,504.00 ,49619469.53 ,38.58 ,13.31 ,1.32 ,34.55 ,-73.61 ,2.69 ,1.17 ,15.02 ,551.00 ,0.00 ,0.00 ,0.00 ,0.00 
1986,600331.SH,宏达股份,材料,127682439.01 ,86615.83 ,0.00 ,84077708.73 ,205.00 ,30555636.02 ,51.55 ,-8.63 ,0.67 ,37.30 ,746.63 ,18.90 ,2.54 ,6.68 ,494.00 ,2.00 ,0.00 ,2.00 ,0.00 
1987,600331.SH,宏达股份,材料,123390818.93 ,344842.64 ,0.01 ,-2672407454.48 ,207.00 ,7876662.56 ,51.30 ,-14.81 ,0.52 ,14.87 ,59.15 ,-1.03 ,0.74 ,6.21 ,1355.00 ,6.00 ,0.00 ,6.00 ,0.00 
1988,600331.SH,宏达股份,材料,261383911.57 ,11433558.07 ,0.25 ,363649323.39 ,292.00 ,15076009.50 ,58.33 ,-2.13 ,0.62 ,16.58 ,91.84 ,-2.89 ,0.92 ,3.15 ,1204.00 ,6.00 ,4.00 ,2.00 ,0.00 
1989,600331.SH,宏达股份,材料,283548589.08 ,6254922.32 ,0.15 ,140784123.49 ,292.00 ,12449253.41 ,44.54 ,7.83 ,1.54 ,8.30 ,21.20 ,6.52 ,1.45 ,3.15 ,1183.00 ,2.00 ,2.00 ,0.00 ,0.00 
1990,600331.SH,宏达股份,材料,318813778.59 ,9919301.82 ,0.23 ,43508390.89 ,295.00 ,48935043.76 ,41.91 ,6.83 ,1.48 ,15.13 ,-4.79 ,5.83 ,1.70 ,3.13 ,1290.00 ,3.00 ,2.00 ,0.00 ,1.00 
1991,600338.SH,西藏珠峰,材料,1474351.75 ,,,600152159.36 ,,,21.79 ,29.98 ,3.89 ,20.40 ,24.66 ,26.15 ,0.80 ,,53.00 ,,,,
1992,600338.SH,西藏珠峰,材料,1619496.31 ,,,900664996.42 ,,,20.28 ,17.87 ,4.06 ,28.33 ,44.63 ,23.68 ,0.58 ,,51.00 ,,,,
1993,600338.SH,西藏珠峰,材料,1780354.48 ,,,1113302072.90 ,,,21.65 ,12.12 ,3.66 ,60.85 ,53.99 ,21.01 ,0.33 ,,33.00 ,,,,
1994,600338.SH,西藏珠峰,材料,2273106.69 ,,,647325334.88 ,,1023037.00 ,68.90 ,12.10 ,0.80 ,3.79 ,-17.96 ,0.44 ,0.40 ,,55.00 ,,,,
1995,600338.SH,西藏珠峰,材料,2562644.00 ,,,139604306.08 ,,511804.00 ,65.51 ,14.67 ,0.82 ,1.09 ,-45.03 ,0.55 ,0.51 ,,15.00 ,,,,
1996,600346.SH,恒力石化,材料,5808154973.11 ,958349359.47 ,0.95 ,10112373525.77 ,1863.00 ,612253993.32 ,59.11 ,2.49 ,1.12 ,-5.68 ,-17.76 ,0.62 ,2.12 ,12.00 ,1443.00 ,0.00 ,0.00 ,0.00 ,0.00 
1997,600346.SH,恒力石化,材料,4922101800.74 ,834214470.45 ,1.39 ,3402466578.01 ,1915.00 ,203296621.65 ,59.56 ,5.45 ,1.11 ,14.52 ,205.70 ,0.64 ,1.60 ,12.00 ,581.00 ,0.00 ,0.00 ,0.00 ,0.00 
1998,600346.SH,恒力石化,材料,989465915.17 ,595959472.89 ,2.67 ,1744708242.68 ,,159747735.26 ,58.01 ,26.69 ,1.09 ,20.71 ,-33.27 ,0.24 ,1.73 ,,735.00 ,0.00 ,0.00 ,0.00 ,0.00 
1999,600346.SH,恒力石化,材料,719877160.27 ,120102836.22 ,,1145422756.96 ,,132750932.03 ,63.44 ,2.47 ,1.52 ,7.54 ,-9.80 ,1.99 ,2.20 ,,268.00 ,1.00 ,0.00 ,1.00 ,0.00 
2000,600346.SH,恒力石化,材料,133461036.34 ,35555000.00 ,4.23 ,-249187829.33 ,,23882148.29 ,63.78 ,25.29 ,1.71 ,80.18 ,508.16 ,2.38 ,3.03 ,,260.00 ,31.00 ,12.00 ,0.00 ,19.00 
2001,600352.SH,浙江龙盛,材料,790510399.23 ,788934909.22 ,3.69 ,5306258923.50 ,596.00 ,524044555.40 ,50.29 ,11.20 ,1.55 ,24.42 ,232.31 ,6.65 ,0.60 ,7.42 ,940.00 ,11.00 ,11.00 ,0.00 ,0.00 
2002,600352.SH,浙江龙盛,材料,752696295.68 ,731546102.50 ,3.83 ,4212531726.25 ,601.00 ,212751835.68 ,46.98 ,5.45 ,1.42 ,18.56 ,371.14 ,4.82 ,1.58 ,7.32 ,1006.00 ,9.00 ,8.00 ,1.00 ,0.00 
2003,600352.SH,浙江龙盛,材料,808532603.60 ,584125243.39 ,3.87 ,2731694650.76 ,362.00 ,84506611.79 ,45.92 ,-0.52 ,2.28 ,14.58 ,-10.33 ,1.21 ,1.73 ,4.15 ,813.00 ,6.00 ,6.00 ,0.00 ,0.00 
2004,600352.SH,浙江龙盛,材料,842630418.77 ,548067402.45 ,4.44 ,2482332751.80 ,312.00 ,124038219.15 ,35.40 ,16.97 ,2.35 ,64.56 ,133.25 ,2.81 ,1.94 ,3.94 ,764.00 ,10.00 ,10.00 ,0.00 ,0.00 
2005,600352.SH,浙江龙盛,材料,572198936.21 ,525290877.91 ,3.54 ,2878073825.50 ,268.00 ,129154722.59 ,27.30 ,-6.20 ,3.97 ,-13.38 ,-1686.21 ,-13.93 ,2.16 ,3.21 ,955.00 ,21.00 ,21.00 ,0.00 ,0.00 
2006,600356.SH,恒丰纸业,材料,293119511.19 ,55342670.34 ,3.15 ,88365279.16 ,200.00 ,7000000.00 ,59.10 ,7.22 ,0.65 ,15.51 ,36.49 ,11.35 ,1.21 ,9.80 ,87.00 ,38.00 ,21.00 ,17.00 ,0.00 
2007,600356.SH,恒丰纸业,材料,295004629.28 ,26619043.58 ,1.65 ,64512853.51 ,87.00 ,2569821.23 ,61.35 ,18.25 ,0.59 ,23.52 ,19.76 ,9.55 ,2.11 ,4.39 ,98.00 ,3.00 ,3.00 ,0.00 ,0.00 
2008,600356.SH,恒丰纸业,材料,296968018.52 ,24158596.85 ,1.67 ,96566049.03 ,28.00 ,2235000.00 ,57.88 ,8.98 ,0.66 ,14.65 ,20.17 ,9.85 ,2.24 ,1.39 ,105.00 ,0.00 ,0.00 ,0.00 ,0.00 
2009,600356.SH,恒丰纸业,材料,300328628.27 ,21837257.83 ,1.61 ,93667168.65 ,28.00 ,3226000.00 ,29.15 ,76.74 ,2.51 ,-3.26 ,147.45 ,7.34 ,2.48 ,1.27 ,109.00 ,1.00 ,1.00 ,0.00 ,0.00 
2010,600356.SH,恒丰纸业,材料,231330815.00 ,18376323.39 ,1.32 ,87813450.70 ,27.00 ,2226000.00 ,50.22 ,-3.11 ,1.07 ,-4.59 ,-55.34 ,2.87 ,2.53 ,1.38 ,109.00 ,1.00 ,1.00 ,0.00 ,0.00 
2011,600362.SH,江西铜业,材料,4152655144.00 ,3596681000.00 ,1.50 ,2178388562.00 ,4609.00 ,147496290.00 ,32.21 ,-6.02 ,2.18 ,3.90 ,-14.72 ,5.24 ,3.12 ,19.86 ,1950.00 ,61.00 ,22.00 ,39.00 ,0.00 
2012,600362.SH,江西铜业,材料,2386307919.00 ,2900522000.00 ,1.35 ,2454310262.00 ,5501.00 ,154467076.00 ,31.14 ,-1.99 ,2.33 ,11.09 ,-27.54 ,4.01 ,1.41 ,27.91 ,1946.00 ,48.00 ,12.00 ,36.00 ,0.00 
2013,600362.SH,江西铜业,材料,2416383779.00 ,2464851000.00 ,1.20 ,1711730929.00 ,2924.00 ,89668111.00 ,30.29 ,4.46 ,2.42 ,45.35 ,21.77 ,6.15 ,1.76 ,13.41 ,2007.00 ,49.00 ,15.00 ,34.00 ,0.00 
2014,600362.SH,江西铜业,材料,2436209742.00 ,2327990000.00 ,1.15 ,940804864.00 ,2473.00 ,108716949.00 ,63.66 ,-2.30 ,1.33 ,14.58 ,206.41 ,10.14 ,2.09 ,11.51 ,1443.00 ,17.00 ,13.00 ,4.00 ,0.00 
2015,600362.SH,江西铜业,材料,2389365046.00 ,1713938000.00 ,0.92 ,684754734.00 ,653.00 ,130017135.00 ,68.94 ,-1.72 ,1.25 ,-3.72 ,94.97 ,3.79 ,1.60 ,3.10 ,1503.00 ,6.00 ,6.00 ,0.00 ,0.00 
2016,600366.SH,宁波韵升,材料,118904987.98 ,126940094.57 ,6.52 ,44838596.36 ,371.00 ,22373606.46 ,53.49 ,-3.52 ,1.28 ,4.51 ,8.74 ,8.66 ,0.61 ,11.35 ,227.00 ,14.00 ,13.00 ,1.00 ,0.00 
2017,600366.SH,宁波韵升,材料,120470002.29 ,139939907.31 ,6.91 ,91151352.51 ,335.00 ,34370096.69 ,54.55 ,13.91 ,1.18 ,27.42 ,9.03 ,6.58 ,0.60 ,9.80 ,174.00 ,8.00 ,8.00 ,0.00 ,0.00 
2018,600366.SH,宁波韵升,材料,95122332.95 ,68001120.28 ,3.61 ,426035664.85 ,386.00 ,58033121.76 ,51.90 ,7.32 ,1.16 ,57.98 ,183.34 ,7.69 ,0.72 ,12.77 ,305.00 ,13.00 ,12.00 ,0.00 ,1.00 
2019,600366.SH,宁波韵升,材料,153070630.45 ,76074045.78 ,4.88 ,837553003.88 ,354.00 ,62289395.95 ,51.91 ,12.71 ,1.14 ,22.82 ,26.01 ,4.29 ,0.72 ,12.79 ,344.00 ,13.00 ,13.00 ,0.00 ,0.00 
2020,600366.SH,宁波韵升,材料,186753372.51 ,51160787.24 ,3.56 ,368173813.91 ,385.00 ,17127462.09 ,50.93 ,18.19 ,1.56 ,10.55 ,9.83 ,4.18 ,0.60 ,13.34 ,340.00 ,14.00 ,13.00 ,0.00 ,1.00 
2021,600367.SH,红星发展,材料,54060649.83 ,48026339.32 ,3.15 ,83501468.68 ,463.00 ,3611451.75 ,52.84 ,9.90 ,1.73 ,115.84 ,-2316.91 ,-3.79 ,1.31 ,15.98 ,409.00 ,6.00 ,5.00 ,1.00 ,0.00 
2022,600367.SH,红星发展,材料,54858591.63 ,53883904.64 ,3.38 ,128124296.15 ,409.00 ,9463299.00 ,56.75 ,30.88 ,1.47 ,13.62 ,-23.59 ,0.52 ,1.01 ,14.24 ,423.00 ,5.00 ,5.00 ,0.00 ,0.00 
2023,600367.SH,红星发展,材料,39923345.59 ,48862271.16 ,3.66 ,100328409.53 ,423.00 ,4628555.48 ,51.07 ,15.72 ,1.67 ,-1.62 ,-7.54 ,0.78 ,1.14 ,14.82 ,420.00 ,0.00 ,0.00 ,0.00 ,0.00 
2024,600367.SH,红星发展,材料,40917504.65 ,36876591.02 ,3.15 ,54247568.57 ,420.00 ,7252630.00 ,50.85 ,-0.47 ,1.66 ,-35.36 ,-56.50 ,7.30 ,1.93 ,14.66 ,418.00 ,0.00 ,0.00 ,0.00 ,0.00 
2025,600367.SH,红星发展,材料,41911811.69 ,35095652.70 ,3.37 ,-201089439.55 ,418.00 ,7300310.00 ,49.40 ,-44.27 ,2.15 ,-54.22 ,7.93 ,10.85 ,2.00 ,14.13 ,421.00 ,0.00 ,0.00 ,0.00 ,0.00 
2026,600370.SH,三房巷,材料,31457756.42 ,9467387.55 ,0.91 ,83125223.98 ,50.00 ,1473901.88 ,32.27 ,8.59 ,2.50 ,13.61 ,29.17 ,6.12 ,0.69 ,5.83 ,73.00 ,0.00 ,0.00 ,0.00 ,0.00 
2027,600370.SH,三房巷,材料,32347063.94 ,10099159.44 ,0.85 ,72267887.89 ,56.00 ,1920400.00 ,30.02 ,5.65 ,2.72 ,4.58 ,22.66 ,9.09 ,2.41 ,5.80 ,136.00 ,0.00 ,0.00 ,0.00 ,0.00 
2028,600370.SH,三房巷,材料,33236371.46 ,22427534.01 ,2.10 ,70396660.42 ,136.00 ,1642400.00 ,31.81 ,8.40 ,2.60 ,11.10 ,42.28 ,7.75 ,2.36 ,11.86 ,229.00 ,0.00 ,0.00 ,0.00 ,0.00 
2029,600370.SH,三房巷,材料,34125678.98 ,26014608.14 ,2.66 ,64494542.71 ,229.00 ,259100.00 ,45.10 ,25.69 ,3.32 ,-13.60 ,-21.76 ,51.81 ,2.14 ,18.88 ,226.00 ,0.00 ,0.00 ,0.00 ,0.00 
2030,600370.SH,三房巷,材料,35014986.50 ,23257806.01 ,2.33 ,33687365.83 ,226.00 ,1212800.00 ,27.12 ,23.35 ,4.64 ,13.22 ,7.06 ,57.21 ,2.66 ,18.62 ,185.00 ,7.00 ,1.00 ,0.00 ,6.00 
2031,600378.SH,昊华科技,材料,814369579.47 ,369738255.96 ,7.87 ,536844340.38 ,2464.00 ,19579723.49 ,64.33 ,18.48 ,1.21 ,0.92 ,-41.69 ,4.60 ,1.10 ,35.73 ,2341.00 ,21.00 ,8.00 ,12.00 ,1.00 
2032,600378.SH,昊华科技,材料,801423181.93 ,323659759.91 ,7.74 ,534850828.94 ,2341.00 ,100000.00 ,62.87 ,27.44 ,1.15 ,30.50 ,18.41 ,7.82 ,0.63 ,34.67 ,372.00 ,16.00 ,6.00 ,10.00 ,0.00 
2033,600378.SH,昊华科技,材料,1697472.46 ,23276162.73 ,4.42 ,58881768.40 ,210.00 ,5357907.15 ,60.81 ,43.04 ,1.39 ,34.45 ,46.79 ,8.62 ,0.77 ,26.67 ,394.00 ,19.00 ,8.00 ,10.00 ,1.00 
2034,600378.SH,昊华科技,材料,2876168.60 ,20616652.71 ,5.27 ,25846782.73 ,364.00 ,3517483.88 ,31.75 ,1.26 ,1.50 ,5.86 ,334.07 ,7.40 ,1.06 ,45.79 ,427.00 ,6.00 ,5.00 ,1.00 ,0.00 
2035,600378.SH,昊华科技,材料,2892756.18 ,20793368.66 ,4.39 ,43220813.13 ,359.00 ,3288903.00 ,35.99 ,-8.24 ,1.11 ,-7.32 ,29.78 ,1.81 ,0.95 ,40.70 ,448.00 ,17.00 ,12.00 ,0.00 ,5.00 
2036,600389.SH,江山股份,材料,226369551.23 ,181807486.86 ,3.80 ,299075778.11 ,405.00 ,12446180.75 ,57.80 ,-6.34 ,1.13 ,7.39 ,-20.08 ,8.17 ,2.49 ,24.65 ,434.00 ,16.00 ,10.00 ,5.00 ,1.00 
2037,600389.SH,江山股份,材料,164657511.53 ,104895366.76 ,2.68 ,392099378.11 ,334.00 ,13837956.45 ,59.05 ,-0.51 ,1.19 ,5.98 ,-203.81 ,-8.47 ,1.44 ,21.33 ,468.00 ,11.00 ,8.00 ,3.00 ,0.00 
2038,600389.SH,江山股份,材料,174745663.46 ,32381555.63 ,0.89 ,248987700.37 ,345.00 ,19794947.00 ,53.73 ,45.33 ,1.31 ,30.77 ,76.73 ,8.65 ,1.25 ,21.15 ,531.00 ,14.00 ,10.00 ,4.00 ,0.00 
2039,600389.SH,江山股份,材料,184841480.01 ,14926799.14 ,0.30 ,52380385.75 ,102.00 ,13314511.79 ,49.12 ,6.32 ,0.59 ,7.62 ,-8.37 ,6.20 ,1.14 ,6.05 ,535.00 ,9.00 ,9.00 ,0.00 ,0.00 
2040,600389.SH,江山股份,材料,194617973.16 ,11923091.72 ,0.45 ,10570758.90 ,50.00 ,15057324.81 ,50.66 ,24.89 ,0.26 ,9.68 ,1.44 ,7.29 ,1.67 ,2.79 ,532.00 ,4.00 ,2.00 ,0.00 ,2.00 
2041,600392.SH,盛和资源,材料,316488502.22 ,212281109.17 ,3.05 ,111913399.87 ,319.00 ,29931425.25 ,84.95 ,18.43 ,1.18 ,16.50 ,48.74 ,2.36 ,1.03 ,15.59 ,305.00 ,0.00 ,0.00 ,0.00 ,0.00 
2042,600392.SH,盛和资源,材料,382487891.30 ,130347276.30 ,2.09 ,272307605.94 ,160.00 ,13054578.72 ,84.30 ,18.96 ,1.12 ,9.51 ,4.91 ,2.11 ,1.50 ,7.80 ,271.00 ,0.00 ,0.00 ,0.00 ,0.00 
2043,600392.SH,盛和资源,材料,409023998.14 ,118734844.75 ,2.28 ,315000975.05 ,201.00 ,12875691.01 ,86.08 ,38.87 ,1.16 ,208.93 ,151.84 ,2.20 ,1.77 ,9.75 ,148.00 ,0.00 ,0.00 ,0.00 ,0.00 
2044,600392.SH,盛和资源,材料,116071597.53 ,12088811.59 ,0.88 ,-31326975.75 ,38.00 ,4176915.88 ,36.08 ,2.33 ,0.83 ,4.42 ,1490.19 ,7.98 ,1.59 ,4.10 ,163.00 ,0.00 ,0.00 ,0.00 ,0.00 
2045,600392.SH,盛和资源,材料,124217665.93 ,4284981.84 ,0.39 ,18518651.11 ,26.00 ,2545386.60 ,38.11 ,-2.60 ,0.61 ,-21.90 ,-288.50 ,-0.60 ,1.61 ,2.49 ,164.00 ,5.00 ,4.00 ,0.00 ,1.00 
2046,600399.SH,ST抚钢,材料,798575409.13 ,301936138.21 ,5.26 ,302025455.43 ,956.00 ,13679088.53 ,69.48 ,5.25 ,0.87 ,-2.03 ,-1359.80 ,-4.12 ,1.44 ,12.46 ,565.00 ,13.00 ,11.00 ,2.00 ,0.00 
2047,600399.SH,ST抚钢,材料,832663909.31 ,287593493.61 ,4.92 ,2607308283.68 ,1036.00 ,13237746.53 ,69.28 ,10.19 ,0.79 ,16.94 ,-77.70 ,0.75 ,0.52 ,12.57 ,645.00 ,25.00 ,23.00 ,2.00 ,0.00 
2048,600399.SH,ST抚钢,材料,856200492.41 ,182715918.49 ,3.66 ,-1337585276.28 ,1038.00 ,24983728.66 ,65.97 ,0.23 ,0.80 ,16.55 ,-45.51 ,3.95 ,0.54 ,11.53 ,644.00 ,13.00 ,13.00 ,0.00 ,0.00 
2049,600399.SH,ST抚钢,材料,881748860.93 ,177475672.97 ,3.79 ,-44102024.07 ,1011.00 ,15802246.76 ,54.91 ,12.61 ,2.00 ,652.19 ,1660.29 ,11.33 ,0.56 ,12.21 ,649.00 ,0.00 ,0.00 ,0.00 ,0.00 
2050,600399.SH,ST抚钢,材料,907382778.12 ,181458142.94 ,3.98 ,51816919.02 ,1021.00 ,120998353.29 ,76.49 ,-2.37 ,0.91 ,18.41 ,71.11 ,4.84 ,0.53 ,11.51 ,637.00 ,9.00 ,6.00 ,0.00 ,3.00 
2051,600409.SH,三友化工,材料,834225080.05 ,480428612.73 ,2.34 ,739996148.11 ,1430.00 ,61330139.22 ,15.93 ,34.62 ,6.02 ,-35.24 ,-56.58 ,37.33 ,2.69 ,8.11 ,1988.00 ,25.00 ,5.00 ,20.00 ,0.00 
2052,600409.SH,三友化工,材料,856446599.38 ,498590792.70 ,2.47 ,1701521363.44 ,1392.00 ,34595837.98 ,16.02 ,15.33 ,5.77 ,39.52 ,50.75 ,51.40 ,0.75 ,7.91 ,1877.00 ,23.00 ,3.00 ,20.00 ,0.00 
